startup_name,founded_year,country,industry,funding_stage,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,success_score,acquired,ipo,customers_millions,tech_stack,social_media_followers,cluster,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer
Startup_3018,2013-01-01,Australia,Energy,Series C,270.0,1633.0,79.0,24.72,7.0,No,No,32.0,"Java, Spring",2830478.0,3,0.04834761321909425,0.16523867809057527,15.128518971848225,2.393939393939394,8.181818181818182,749.0909090909091,3.375,309.0,0.2915129151291513,85772.06060606061
Startup_3019,2019-01-01,India,Gaming,Series B,82.0,3012.0,183.0,6.84,6.0,No,No,70.0,"PHP, Laravel",4765204.0,3,0.06073680716893462,0.027215399933620977,2.2701626286093592,2.5774647887323945,1.1549295774647887,96.33802816901408,0.44565217391304346,37.17391304347826,2.2048192771084336,67115.54929577465
Startup_3020,2003-01-01,India,Gaming,Seed,334.0,4986.0,439.0,6.88,9.0,Yes,No,80.0,"Java, Spring",245204.0,1,0.08802887507519551,0.06697413274513736,1.37958692600762,5.419753086419753,4.1234567901234565,84.93827160493827,0.759090909090909,15.636363636363637,1.31044776119403,3027.2098765432097
Startup_3021,2020-01-01,China,EdTech,Series A,328.0,1608.0,730.0,47.08,7.0,Yes,Yes,18.0,"Node.js, React",3630900.0,1,0.4536979490366687,0.2038533250466128,29.260410192666253,38.421052631578945,17.263157894736842,2477.8947368421054,0.4487004103967168,64.40492476060192,2.2188449848024314,191100.0
Startup_3022,2017-01-01,Australia,Tech,IPO,118.0,986.0,783.0,26.34,3.0,No,No,47.0,"Python, AI",4218189.0,0,0.7933130699088146,0.11955420466058764,26.68693009118541,16.3125,2.4583333333333335,548.75,0.15051020408163265,33.5969387755102,6.579831932773109,87878.9375
Startup_3023,2009-01-01,Germany,FinTech,IPO,295.0,2943.0,878.0,24.81,1.0,No,No,8.0,"C++, ML",770306.0,0,0.2982336956521739,0.10020380434782608,8.427309782608695,97.55555555555556,32.77777777777778,2756.6666666666665,0.33560864618885095,28.225255972696246,2.9662162162162162,85589.55555555556
Startup_3024,2012-01-01,China,FinTech,Seed,460.0,4226.0,469.0,45.17,8.0,Yes,No,14.0,"Java, Spring",3402131.0,1,0.11095339484267802,0.10882422521883132,10.686065767683937,31.266666666666666,30.666666666666668,3011.3333333333335,0.9787234042553191,96.1063829787234,1.017353579175705,226808.73333333334
Startup_3025,2013-01-01,India,Healthcare,IPO,56.0,1284.0,533.0,4.67,6.0,No,No,70.0,"Java, Spring",475011.0,0,0.41478599221789886,0.04357976653696498,3.6342412451361867,7.507042253521127,0.7887323943661971,65.77464788732394,0.10486891385767791,8.745318352059925,9.350877192982455,6690.295774647887
Startup_3026,2022-01-01,India,FoodTech,IPO,64.0,3526.0,708.0,11.48,3.0,Yes,No,5.0,"PHP, Laravel",3144516.0,2,0.20073717039977318,0.01814573291749362,3.2548908420754183,118.0,10.666666666666666,1913.3333333333333,0.09026798307475317,16.191819464033852,10.892307692307693,524086.0
Startup_3027,2006-01-01,Brazil,Tech,Seed,159.0,1663.0,404.0,47.06,7.0,No,Yes,78.0,"Node.js, React",4042.0,3,0.24278846153846154,0.09555288461538461,28.28125,5.113924050632911,2.0126582278481013,595.6962025316456,0.3925925925925926,116.19753086419753,2.525,51.164556962025316
Startup_3028,2021-01-01,India,E-commerce,Series A,128.0,213.0,255.0,16.73,8.0,No,No,52.0,"Java, Spring",1230746.0,3,1.191588785046729,0.5981308411214953,78.17757009345794,4.811320754716981,2.4150943396226414,315.66037735849056,0.5,65.3515625,1.9767441860465116,23221.622641509435
Startup_3029,2013-01-01,Japan,EdTech,Series A,224.0,4603.0,397.0,33.84,3.0,Yes,Yes,54.0,"PHP, Laravel",367414.0,2,0.08622936576889662,0.04865334491746308,7.3501303214596,7.218181818181818,4.072727272727272,615.2727272727273,0.5628140703517588,85.0251256281407,1.7644444444444445,6680.254545454545
Startup_3030,2014-01-01,UK,Energy,Series C,74.0,386.0,515.0,46.62,8.0,Yes,No,34.0,"Node.js, React",1791288.0,3,1.330749354005168,0.19121447028423771,120.46511627906976,14.714285714285714,2.1142857142857143,1332.0,0.1434108527131783,90.34883720930233,6.866666666666666,51179.65714285714
Startup_3031,2021-01-01,France,Tech,Series A,362.0,2139.0,855.0,20.83,2.0,Yes,No,99.0,"Java, Spring",640993.0,0,0.39953271028037385,0.1691588785046729,9.733644859813085,8.55,3.62,208.3,0.42289719626168226,24.33411214953271,2.355371900826446,6409.93
Startup_3032,2021-01-01,France,Tech,Series B,370.0,3169.0,571.0,21.42,9.0,Yes,Yes,20.0,"Java, Spring",439993.0,1,0.1801261829652997,0.1167192429022082,6.757097791798107,27.19047619047619,17.61904761904762,1020.0,0.6468531468531469,37.44755244755245,1.5390835579514826,20952.04761904762
Startup_3033,2011-01-01,Brazil,AI,Series C,292.0,764.0,445.0,39.13,1.0,No,No,41.0,"PHP, Laravel",612345.0,0,0.5816993464052288,0.38169934640522873,51.150326797385624,10.595238095238095,6.9523809523809526,931.6666666666666,0.6547085201793722,87.73542600896862,1.5187713310580204,14579.642857142857
Startup_3034,2011-01-01,UK,AI,IPO,63.0,2302.0,469.0,34.37,7.0,No,No,56.0,"C++, ML",2140404.0,3,0.20364741641337386,0.02735562310030395,14.924012158054712,8.228070175438596,1.105263157894737,602.9824561403509,0.13404255319148936,73.12765957446808,7.328125,37550.94736842105
Startup_3035,2004-01-01,USA,Gaming,IPO,477.0,2481.0,905.0,47.09,7.0,Yes,Yes,48.0,"Node.js, React",4142758.0,1,0.3646253021756648,0.19218372280419016,18.972602739726028,18.46938775510204,9.73469387755102,961.0204081632653,0.5264900662251656,51.9757174392936,1.893305439330544,84546.08163265306
Startup_3036,2020-01-01,Australia,Logistics,Series B,219.0,1865.0,490.0,12.35,8.0,Yes,Yes,9.0,"C++, ML",3489324.0,3,0.26259378349410506,0.11736334405144695,6.618435155412647,49.0,21.9,1235.0,0.4460285132382892,25.15274949083503,2.227272727272727,348932.4
Startup_3037,2010-01-01,Brazil,AI,IPO,175.0,1845.0,347.0,18.48,2.0,Yes,No,11.0,"Node.js, React",1554334.0,2,0.18797399783315277,0.09479956663055254,10.01083423618635,28.916666666666668,14.583333333333334,1540.0,0.5028735632183908,53.10344827586207,1.9715909090909092,129527.83333333333
Startup_3038,2012-01-01,China,Energy,Seed,152.0,2371.0,881.0,6.57,7.0,Yes,No,13.0,"PHP, Laravel",3310329.0,1,0.3714165261382799,0.06408094435075885,2.769814502529511,62.92857142857143,10.857142857142858,469.2857142857143,0.17233560090702948,7.448979591836735,5.758169934640523,236452.07142857142
Startup_3039,2000-01-01,Germany,EdTech,Series A,347.0,3026.0,42.0,42.53,1.0,Yes,No,70.0,"Node.js, React",4025159.0,2,0.013875123885034688,0.11463495209778658,14.050214734060125,0.5915492957746479,4.887323943661972,599.0140845070423,8.069767441860465,989.0697674418604,0.1206896551724138,56692.380281690144
Startup_3040,2015-01-01,India,EdTech,Seed,482.0,3945.0,210.0,25.6,9.0,No,No,69.0,"Python, AI",2136280.0,1,0.05321844906234161,0.12214901165737456,6.487582361885454,3.0,6.885714285714286,365.7142857142857,2.2843601895734595,121.32701421800948,0.43478260869565216,30518.285714285714
Startup_3041,2000-01-01,Australia,Healthcare,Series B,154.0,3068.0,229.0,12.91,7.0,No,No,10.0,"Java, Spring",4104986.0,3,0.07461713913326816,0.05017921146953405,4.2065819485174325,20.818181818181817,14.0,1173.6363636363637,0.6695652173913044,56.130434782608695,1.4774193548387098,373180.54545454547
Startup_3042,2007-01-01,UK,E-commerce,IPO,46.0,433.0,63.0,9.26,4.0,Yes,No,20.0,"Java, Spring",1778621.0,3,0.14516129032258066,0.10599078341013825,21.336405529953918,3.0,2.1904761904761907,440.95238095238096,0.71875,144.6875,1.3404255319148937,84696.23809523809
Startup_3043,2022-01-01,Germany,E-commerce,Series B,426.0,2328.0,915.0,12.42,6.0,Yes,Yes,27.0,"PHP, Laravel",1604709.0,1,0.3928724774581365,0.18291112065264062,5.332760841562902,32.67857142857143,15.214285714285714,443.57142857142856,0.4650655021834061,13.558951965065502,2.142857142857143,57311.03571428572
Startup_3044,2006-01-01,Canada,Gaming,Series C,161.0,2983.0,996.0,2.89,1.0,Yes,Yes,11.0,"PHP, Laravel",761139.0,0,0.33378016085790885,0.0539544235924933,0.9684986595174263,83.0,13.416666666666666,240.83333333333334,0.16148445336008024,2.8986960882647943,6.148148148148148,63428.25
Startup_3045,2018-01-01,Japan,AI,Series B,481.0,2008.0,29.0,26.44,8.0,Yes,Yes,79.0,"C++, ML",3497743.0,3,0.01443504230960677,0.23942259830761572,13.160776505724241,0.3625,6.0125,330.5,16.033333333333335,881.3333333333334,0.06016597510373444,43721.7875
Startup_3046,2015-01-01,China,Tech,Series B,161.0,4229.0,680.0,27.7,1.0,Yes,No,28.0,"PHP, Laravel",1644830.0,2,0.1607565011820331,0.03806146572104019,6.548463356973995,23.448275862068964,5.551724137931035,955.1724137931035,0.23641703377386197,40.67547723935389,4.197530864197531,56718.275862068964
Startup_3047,2011-01-01,China,Tech,Series C,473.0,3801.0,925.0,24.64,6.0,No,Yes,69.0,"PHP, Laravel",3151846.0,1,0.2432930036822725,0.12440820620725934,6.480799579168859,13.214285714285714,6.757142857142857,352.0,0.5107991360691144,26.609071274298056,1.9514767932489452,45026.37142857143
Startup_3048,2017-01-01,Canada,Healthcare,Seed,159.0,3034.0,915.0,17.82,8.0,No,No,77.0,"PHP, Laravel",3559195.0,1,0.3014827018121911,0.052388797364085665,5.871499176276771,11.73076923076923,2.0384615384615383,228.46153846153845,0.17358078602620086,19.45414847161572,5.71875,45630.705128205125
Startup_3049,2016-01-01,USA,EdTech,IPO,268.0,4576.0,951.0,43.72,1.0,Yes,No,58.0,"Java, Spring",1905641.0,1,0.20777802053746997,0.05855363775398733,9.55210836792659,16.11864406779661,4.5423728813559325,741.0169491525423,0.2815126050420168,45.924369747899156,3.5353159851301115,32299.0
Startup_3050,2008-01-01,USA,AI,Seed,427.0,1837.0,104.0,36.58,7.0,Yes,Yes,64.0,"Node.js, React",2954336.0,3,0.056583242655059846,0.2323177366702938,19.902067464635472,1.6,6.569230769230769,562.7692307692307,4.066666666666666,348.3809523809524,0.24299065420560748,45451.32307692308
Startup_3051,2010-01-01,China,Gaming,IPO,87.0,248.0,41.0,1.47,6.0,Yes,No,55.0,"Java, Spring",2327663.0,3,0.1646586345381526,0.3493975903614458,5.903614457831325,0.7321428571428571,1.5535714285714286,26.25,2.0714285714285716,35.0,0.4659090909090909,41565.41071428572
Startup_3052,2002-01-01,France,Healthcare,Series A,254.0,3010.0,817.0,0.51,5.0,Yes,No,93.0,"Node.js, React",166674.0,0,0.2713384257721687,0.08435735636001329,0.16937894387246763,8.691489361702128,2.702127659574468,5.425531914893617,0.3105134474327628,0.6234718826405868,3.203921568627451,1773.127659574468
Startup_3053,2001-01-01,Germany,Tech,IPO,242.0,541.0,589.0,12.12,3.0,Yes,No,46.0,"C++, ML",1049662.0,0,1.0867158671586716,0.44649446494464945,22.361623616236162,12.53191489361702,5.148936170212766,257.8723404255319,0.4101694915254237,20.54237288135593,2.4238683127572016,22333.23404255319
Startup_3054,2021-01-01,Canada,FoodTech,Seed,164.0,2476.0,649.0,21.21,5.0,No,Yes,60.0,"C++, ML",2942826.0,0,0.26201049656842956,0.0662091239402503,8.562777553492127,10.639344262295081,2.6885245901639343,347.7049180327869,0.2523076923076923,32.63076923076923,3.933333333333333,48243.04918032787
Startup_3055,2019-01-01,Germany,AI,Seed,50.0,3005.0,182.0,39.41,3.0,Yes,Yes,7.0,"PHP, Laravel",4141351.0,2,0.06054557551563539,0.0166333998669328,13.110445775116434,22.75,6.25,4926.25,0.273224043715847,215.3551912568306,3.5686274509803924,517668.875
Startup_3056,2013-01-01,China,AI,Series B,320.0,3174.0,833.0,32.69,3.0,No,Yes,6.0,"Java, Spring",2250471.0,1,0.26236220472440946,0.10078740157480315,10.296062992125982,119.0,45.714285714285715,4669.999999999999,0.38369304556354916,39.196642685851316,2.5950155763239877,321495.85714285716
Startup_3057,2010-01-01,Brazil,Tech,IPO,129.0,4575.0,726.0,7.62,6.0,Yes,No,77.0,"PHP, Laravel",1743128.0,1,0.15865384615384615,0.02819055944055944,1.6652097902097902,9.307692307692308,1.6538461538461537,97.6923076923077,0.17744154057771663,10.48143053645117,5.584615384615384,22347.79487179487
Startup_3058,2008-01-01,Germany,Energy,Series C,274.0,2330.0,175.0,4.35,1.0,Yes,Yes,71.0,"PHP, Laravel",3686975.0,2,0.07507507507507508,0.11754611754611755,1.8661518661518661,2.4305555555555554,3.8055555555555554,60.416666666666664,1.5568181818181819,24.71590909090909,0.6363636363636364,51207.98611111111
Startup_3059,2006-01-01,Canada,AI,IPO,242.0,4786.0,306.0,9.37,6.0,No,No,26.0,"PHP, Laravel",532058.0,2,0.06392312513056193,0.050553582619594736,1.957384583246292,11.333333333333334,8.962962962962964,347.037037037037,0.7882736156351792,30.521172638436482,1.2592592592592593,19705.85185185185
Startup_3060,2022-01-01,Germany,EdTech,Series C,485.0,4429.0,583.0,29.07,1.0,Yes,Yes,64.0,"PHP, Laravel",2589287.0,2,0.13160270880361175,0.10948081264108352,6.562076749435666,8.96923076923077,7.461538461538462,447.2307692307692,0.8304794520547946,49.77739726027397,1.199588477366255,39835.18461538461
Startup_3061,2018-01-01,Japan,Energy,Series C,497.0,1768.0,166.0,46.5,3.0,Yes,No,4.0,"Python, AI",1081945.0,2,0.09383832673827021,0.28094968908988127,26.286037309214244,33.2,99.4,9300.0,2.9760479041916166,278.4431137724551,0.3333333333333333,216389.0
Startup_3062,2010-01-01,UK,FinTech,IPO,260.0,354.0,348.0,40.55,5.0,Yes,Yes,18.0,"PHP, Laravel",4681418.0,3,0.9802816901408451,0.7323943661971831,114.22535211267606,18.31578947368421,13.68421052631579,2134.2105263157896,0.7449856733524355,116.189111747851,1.3333333333333333,246390.42105263157
Startup_3063,2013-01-01,France,Logistics,Series A,465.0,11.0,583.0,22.4,8.0,Yes,No,50.0,"Python, AI",3837126.0,3,48.583333333333336,38.75,1866.6666666666667,11.431372549019608,9.117647058823529,439.2156862745098,0.7962328767123288,38.35616438356164,1.2510729613733906,75237.76470588235
Startup_3064,2009-01-01,Canada,Tech,Series A,489.0,2039.0,283.0,32.29,2.0,Yes,No,19.0,"C++, ML",3566784.0,2,0.13872549019607844,0.23970588235294119,15.82843137254902,14.15,24.45,1614.5,1.721830985915493,113.69718309859155,0.5775510204081633,178339.2
Startup_3065,2014-01-01,India,Energy,Seed,61.0,2464.0,912.0,19.15,2.0,No,No,59.0,"PHP, Laravel",2742150.0,0,0.36997971602434077,0.024746450304259635,7.768762677484787,15.2,1.0166666666666666,319.1666666666667,0.06681270536692223,20.974808324205913,14.709677419354838,45702.5
Startup_3066,2009-01-01,India,Tech,Series B,335.0,2528.0,379.0,41.7,2.0,Yes,No,35.0,"C++, ML",1223267.0,2,0.1498616053776196,0.1324634242783709,16.488730723606167,10.527777777777779,9.305555555555555,1158.3333333333333,0.881578947368421,109.73684210526316,1.1279761904761905,33979.63888888889
Startup_3067,2019-01-01,USA,EdTech,Series C,308.0,2922.0,913.0,31.89,7.0,No,Yes,37.0,"Python, AI",1210081.0,1,0.31235032500855286,0.10537119397878891,10.910023947998631,24.026315789473685,8.105263157894736,839.2105263157895,0.33698030634573306,34.89059080962801,2.954692556634304,31844.236842105263
Startup_3068,2018-01-01,UK,AI,Seed,221.0,4260.0,165.0,4.52,9.0,Yes,No,99.0,"C++, ML",815492.0,1,0.03872330438864116,0.051865759211452714,1.0607838535555034,1.65,2.21,45.2,1.3313253012048192,27.228915662650603,0.7432432432432432,8154.92
Startup_3069,2001-01-01,Japan,Gaming,Seed,105.0,1883.0,68.0,27.96,3.0,No,No,8.0,"PHP, Laravel",3128630.0,2,0.036093418259023353,0.05573248407643312,14.840764331210192,7.555555555555555,11.666666666666666,3106.6666666666665,1.5217391304347827,405.2173913043478,0.6415094339622641,347625.55555555556
Startup_3070,2001-01-01,Japan,Energy,IPO,415.0,78.0,663.0,3.46,5.0,No,No,4.0,"Node.js, React",2700519.0,0,8.39240506329114,5.253164556962025,43.79746835443038,132.6,83.0,692.0,0.625,5.210843373493976,1.59375,540103.8
Startup_3071,2022-01-01,China,Gaming,Series A,104.0,4641.0,800.0,23.03,5.0,Yes,No,14.0,"C++, ML",1447382.0,1,0.17233950883239982,0.02240413614821198,4.96122361051271,53.333333333333336,6.933333333333334,1535.3333333333333,0.12983770287141075,28.751560549313357,7.619047619047619,96492.13333333333
Startup_3072,2000-01-01,Germany,Gaming,Series C,448.0,75.0,724.0,4.3,3.0,No,Yes,96.0,"Java, Spring",4835956.0,0,9.526315789473685,5.894736842105263,56.578947368421055,7.463917525773196,4.618556701030927,44.329896907216494,0.6179310344827587,5.931034482758621,1.6124721603563474,49855.21649484536
Startup_3073,2010-01-01,Australia,FinTech,IPO,385.0,3667.0,161.0,40.83,5.0,No,No,64.0,"C++, ML",3165387.0,2,0.04389312977099236,0.1049618320610687,11.131406761177754,2.476923076923077,5.923076923076923,628.1538461538462,2.376543209876543,252.03703703703704,0.4170984455958549,48698.26153846154
Startup_3074,2008-01-01,Japan,FinTech,Series B,313.0,4731.0,944.0,37.22,3.0,Yes,No,71.0,"PHP, Laravel",2602699.0,1,0.19949281487743026,0.06614539306846999,7.865595942519019,13.11111111111111,4.347222222222222,516.9444444444445,0.33121693121693124,39.386243386243386,3.0063694267515926,36148.59722222222
Startup_3075,2013-01-01,France,Logistics,Seed,281.0,962.0,753.0,16.95,6.0,No,No,79.0,"PHP, Laravel",1002976.0,0,0.7819314641744548,0.29179646936656284,17.601246105919003,9.4125,3.5125,211.875,0.3726790450928382,22.480106100795755,2.6702127659574466,12537.2
Startup_3076,2015-01-01,France,FoodTech,Seed,342.0,3754.0,988.0,25.87,6.0,Yes,Yes,26.0,"Node.js, React",484443.0,1,0.26311584553928097,0.09107856191744342,6.88948069241012,36.592592592592595,12.666666666666666,958.1481481481482,0.34580384226491406,26.1577350859454,2.880466472303207,17942.333333333332
Startup_3077,2019-01-01,Japan,Healthcare,IPO,447.0,872.0,846.0,34.88,4.0,No,Yes,71.0,"PHP, Laravel",814604.0,0,0.9690721649484536,0.5120274914089347,39.95418098510882,11.75,6.208333333333333,484.44444444444446,0.5277449822904369,41.18063754427391,1.8883928571428572,11313.944444444445
Startup_3078,2021-01-01,Japan,Energy,Series B,440.0,460.0,63.0,2.0,3.0,Yes,Yes,62.0,"Java, Spring",2092735.0,3,0.13665943600867678,0.9544468546637744,4.3383947939262475,1.0,6.984126984126984,31.746031746031747,6.875,31.25,0.14285714285714285,33218.01587301587
Startup_3079,2007-01-01,Germany,AI,Series C,238.0,4173.0,124.0,0.57,9.0,No,Yes,81.0,"C++, ML",3369651.0,3,0.029707714422616195,0.05701964542405367,0.13655965500718736,1.5121951219512195,2.902439024390244,6.951219512195122,1.904,4.56,0.5188284518828452,41093.30487804878
Startup_3080,2008-01-01,Canada,Healthcare,Series B,68.0,4630.0,359.0,27.16,4.0,Yes,No,42.0,"C++, ML",1481816.0,2,0.07752105376808464,0.014683653638522998,5.864824012092421,8.348837209302326,1.5813953488372092,631.6279069767442,0.18888888888888888,75.44444444444444,5.202898550724638,34460.83720930233
Startup_3081,2019-01-01,USA,Gaming,Series B,139.0,705.0,423.0,18.89,3.0,Yes,No,39.0,"C++, ML",1815930.0,0,0.5991501416430595,0.19688385269121814,26.756373937677054,10.575,3.475,472.25,0.3278301886792453,44.551886792452834,3.0214285714285714,45398.25
Startup_3082,2020-01-01,France,Gaming,Series C,281.0,46.0,608.0,21.14,6.0,No,Yes,79.0,"Java, Spring",2813528.0,0,12.936170212765957,5.9787234042553195,449.78723404255317,7.6,3.5125,264.25,0.4614121510673235,34.71264367816092,2.1560283687943262,35169.1
Startup_3083,2009-01-01,Germany,Logistics,IPO,419.0,1875.0,482.0,11.92,1.0,No,No,18.0,"PHP, Laravel",202290.0,0,0.25692963752665243,0.22334754797441364,6.353944562899787,25.36842105263158,22.05263157894737,627.3684210526316,0.8674948240165632,24.679089026915115,1.1476190476190475,10646.842105263158
Startup_3084,2021-01-01,Japan,AI,Series A,444.0,2744.0,212.0,13.25,7.0,Yes,Yes,4.0,"C++, ML",2915750.0,3,0.07723132969034609,0.16174863387978142,4.82695810564663,42.4,88.8,2650.0,2.084507042253521,62.20657276995305,0.4764044943820225,583150.0
Startup_3085,2016-01-01,Australia,Gaming,Series C,306.0,3295.0,82.0,23.59,8.0,Yes,No,5.0,"Node.js, React",2702216.0,3,0.02487864077669903,0.09283980582524272,7.157160194174757,13.666666666666666,51.0,3931.6666666666665,3.6867469879518073,284.2168674698795,0.2671009771986971,450369.3333333333
